I:\InterSystems\HealthShare\mgr\logs\pButtons\20170103_000100_24hours_30sec_7.log,MGSTATv2.9a,wdcycle=40^10^80^4,globalbuffers=24000MB:0^0^24000^0^0^0,routinebuffers=1021MB:0^127^0^383^0^511,numberofcpus=8:x86^2^8,productversion=Cache for Windows (x86-64) 2015.2 (Build 664_3_16515U) Thu Jul 14 2016 13:11:41 EDT
Date,       Time    ,  Glorefs, RemGrefs, GRratio,  PhyRds, Rdratio, Gloupds, RemGupds, Rourefs, RemRrefs,  RouLaS, RemRLaS,  PhyWrs,   WDQsz,  WDtmpq, WDphase,  WIJwri,  RouCMs, Jrnwrts,  ActECP,  Addblk, PrgBufL, PrgSrvR,  BytSnt,  BytRcd,  WDpass,  IJUcnt, IJULock
01/03/2017, 05:32:01,    22036,        0,       0,       0,       0,     120,        0,    7734,        0,       1,       0,       0,     309,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1677,       0,       0
01/03/2017, 05:32:11,    10969,        0,       0,       0,       0,      89,        0,    6565,        0,       1,       0,       0,     320,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1677,       0,       0
01/03/2017, 05:32:21,    39586,        0,       0,       0,       0,    1288,        0,   12262,        0,      27,       0,       0,     609,       0,       0,       0,       4,       0,       0,       0,       0,       0,       0,       0,    1677,       0,       0
01/03/2017, 05:32:31,   152122,        0,       0,       0,       0,     320,        0,   11804,        0,       4,       0,       0,     628,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1677,       0,       0
01/03/2017, 05:32:41,    12417,        0,       0,       0,       0,     157,        0,    6173,        0,       1,       0,       0,     653,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1677,       0,       0
01/03/2017, 05:32:51,    37309,        0,       0,       0,       0,     709,        0,   13584,        0,       5,       0,       0,     674,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1677,       0,       0
01/03/2017, 05:33:01,    22791,        0,       0,       0,       0,    1924,        0,   10005,        0,       1,       0,      71,      71,       0,       0,       2,       2,       0,       0,       0,       0,       0,       0,       0,    1678,       0,       0
01/03/2017, 05:33:11,     9558,        0,       0,       0,       0,     460,        0,    6558,        0,       0,       0,       0,     141,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1678,       0,       0
01/03/2017, 05:33:21,   166430,        0,       0,       0,       0,    1137,        0,   14787,        0,       5,       0,       0,     152,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1678,       0,       0
01/03/2017, 05:33:31,    37779,        0,       0,       0,       0,    4257,        0,   13386,        0,       1,       0,       0,     183,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1678,       0,       0
01/03/2017, 05:33:41,    11894,        0,       0,       0,       0,    1191,        0,    6878,        0,       0,       0,       0,     199,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1678,       0,       0
01/03/2017, 05:33:51,    10987,        0,       0,       0,       0,      85,        0,    6485,        0,       0,       0,       0,     203,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1678,       0,       0
01/03/2017, 05:34:01,    21610,        0,       0,       0,       0,     154,        0,    7985,        0,       1,       0,       0,     230,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1678,       0,       0
01/03/2017, 05:34:11,    43708,        0,       0,       0,       0,    2902,        0,   14578,        0,      34,       0,       0,     498,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1678,       0,       0
01/03/2017, 05:34:21,    13561,        0,       0,       0,       0,     333,        0,    7786,        0,       0,       0,      55,      70,       0,       0,       2,       1,       0,       0,       0,       0,       0,       0,       0,    1679,       0,       0
01/03/2017, 05:34:31,    89731,        0,       0,       0,       0,     812,        0,   12224,        0,       4,       0,       0,      89,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1679,       0,       0
01/03/2017, 05:34:41,    29261,        0,       0,       0,       0,    1805,        0,   11028,        0,       7,       0,       0,     258,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1679,       0,       0
01/03/2017, 05:34:51,    37899,        0,       0,       0,       0,     404,        0,   13704,        0,       5,       0,       0,     298,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1679,       0,       0
01/03/2017, 05:35:01,    33369,        0,       0,       0,       0,     171,        0,    8100,        0,       2,       0,       0,     317,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1679,       0,       0
01/03/2017, 05:35:11,    15957,        0,       0,       0,       0,    1962,        0,    8603,        0,       0,       0,       0,     367,       0,       0,       0,       5,       0,       0,       0,       0,       0,       0,       0,    1679,       0,       0
01/03/2017, 05:35:21,    38166,        0,       0,       0,       0,    1557,        0,   13287,        0,       2,       0,       0,     392,       0,       0,       0,       4,       0,       0,       0,       0,       0,       0,       0,    1679,       0,       0
01/03/2017, 05:35:31,    18428,        0,       0,       0,       0,     134,        0,    8227,        0,       2,       0,       0,     402,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1679,       0,       0
01/03/2017, 05:35:41,    15916,        0,       0,       0,       0,     377,        0,    7883,        0,       1,       0,      44,      62,       0,       0,       1,       1,       0,       0,       0,       0,       0,       0,       0,    1680,       0,       0
01/03/2017, 05:35:51,    25032,        0,       0,       0,       0,     273,        0,    8255,        0,       2,       0,       0,     176,       0,       0,       0,       4,       0,       0,       0,       0,       0,       0,       0,    1680,       0,       0
01/03/2017, 05:36:01,    35178,        0,       0,       0,       0,     492,        0,   13106,        0,       9,       0,       0,     272,       0,       0,       0,       6,       0,       0,       0,       0,       0,       0,       0,    1680,       0,       0
01/03/2017, 05:36:11,    25388,        0,       0,       0,       0,    1488,        0,   12217,        0,       1,       0,       0,     319,       0,       0,       0,       4,       0,       0,       0,       0,       0,       0,       0,    1680,       0,       0
01/03/2017, 05:36:21,    20678,        0,       0,       0,       0,     391,        0,    9060,        0,       1,       0,       0,     333,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1680,       0,       0
01/03/2017, 05:36:31,     6713,        0,       0,       0,       0,     106,        0,    6965,        0,       1,       0,       0,     344,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1680,       0,       0
01/03/2017, 05:36:41,    20231,        0,       0,       0,       0,     247,        0,    7662,        0,       1,       0,       0,     423,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1680,       0,       0
01/03/2017, 05:36:51,    37907,        0,       0,       1,   34994,     854,        0,   14259,        0,      28,       0,       0,     763,       0,       0,       0,       4,       0,       0,       0,       0,       0,       0,       0,    1680,       0,       0
01/03/2017, 05:37:01,   102040,        0,       0,       0,       0,     959,        0,   10856,        0,      10,       0,      81,     227,       0,       0,       3,       1,       0,       0,       0,       0,       0,       0,       0,    1681,       0,       0
01/03/2017, 05:37:11,   110603,        0,       0,       0,       0,    2402,        0,   12325,        0,       3,       0,       0,     932,       0,       0,       0,       1,       1,       0,       0,       0,       0,       0,       0,    1681,       0,       0
01/03/2017, 05:37:21,   198580,        0,       0,       0,       0,    4568,        0,   21783,        0,       5,       0,       0,     977,       0,       0,       0,       6,       3,       0,       0,       0,       0,       0,       0,    1681,       0,       0
01/03/2017, 05:37:31,    30626,        0,       0,       0,       0,    2189,        0,   12534,        0,       1,       0,       0,    1025,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1681,       0,       0
01/03/2017, 05:37:41,     4981,        0,       0,       0,       0,     130,        0,    5160,        0,       0,       0,       0,    1039,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1681,       0,       0
01/03/2017, 05:37:51,     5196,        0,       0,       0,       0,      56,        0,    5338,        0,       0,       0,       0,    1043,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1681,       0,       0
01/03/2017, 05:38:01,   126205,        0,       0,       0,       0,    1071,        0,   16906,        0,       4,       0,       0,    1185,       0,       0,       0,      13,       0,       0,       0,       0,       0,       0,       0,    1681,       0,       0
01/03/2017, 05:38:11,    19500,        0,       0,       0,       0,     980,        0,    8486,        0,       1,       0,       0,    1231,       0,       0,       0,       2,       1,       0,       0,       0,       0,       0,       0,    1681,       0,       0
01/03/2017, 05:38:21,    30678,        0,       0,       0,       0,    2209,        0,   12156,        0,       2,       0,     127,      92,       0,       0,       4,       9,       0,       0,       0,       0,       0,       0,       0,    1682,       0,       0
01/03/2017, 05:38:31,    13571,        0,       0,       0,       0,     589,        0,    9509,        0,       8,       0,       0,     162,       0,       0,       0,       6,       0,       0,       0,       0,       0,       0,       0,    1682,       0,       0
01/03/2017, 05:38:41,    19299,        0,       0,       0,       0,     358,        0,    7683,        0,       1,       0,       0,     182,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1682,       0,       0
01/03/2017, 05:38:51,    38441,        0,       0,       0,       0,    1492,        0,   13077,        0,       3,       0,       0,     244,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1682,       0,       0
01/03/2017, 05:39:01,    18806,        0,       0,       0,       0,     125,        0,    7985,        0,       1,       0,       0,     259,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1682,       0,       0
01/03/2017, 05:39:11,    14447,        0,       0,       0,       0,     573,        0,    8212,        0,       1,       0,       0,     287,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1682,       0,       0
01/03/2017, 05:39:21,   180721,        0,       0,       0,       0,    1581,        0,   18211,        0,       6,       0,       0,     299,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1682,       0,       0
01/03/2017, 05:39:31,    28148,        0,       0,       0,       0,    1186,        0,   12359,        0,       2,       0,       0,     314,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1682,       0,       0
01/03/2017, 05:39:41,     4743,        0,       0,       0,       0,      62,        0,    4854,        0,       0,       0,      35,      29,       0,       0,       1,       2,       0,       0,       0,       0,       0,       0,       0,    1683,       0,       0
01/03/2017, 05:39:51,     4390,        0,       0,       0,       0,      55,        0,    4930,        0,       0,       0,       0,      52,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1683,       0,       0
01/03/2017, 05:40:01,    43527,        0,       0,       0,       0,     171,        0,    9035,        0,       3,       0,       0,      94,       0,       0,       0,       7,       0,       0,       0,       0,       0,       0,       0,    1683,       0,       0
01/03/2017, 05:40:11,    11188,        0,       0,       0,       0,      75,        0,    6305,        0,       0,       0,       0,     106,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1683,       0,       0
01/03/2017, 05:40:21,    10485,        0,       0,       0,       0,      62,        0,    6176,        0,       0,       0,       0,     109,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1683,       0,       0
01/03/2017, 05:40:31,    14905,        0,       0,       0,       0,    1612,        0,    9951,        0,       1,       0,       0,     165,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1683,       0,       0
01/03/2017, 05:40:41,    11523,        0,       0,       0,       0,     249,        0,    6761,        0,       0,       0,       0,     205,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1683,       0,       0
01/03/2017, 05:40:51,    33628,        0,       0,       0,       0,    1514,        0,   12832,        0,       2,       0,       0,     231,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1683,       0,       0
01/03/2017, 05:41:01,    21746,        0,       0,       0,       0,     189,        0,    8581,        0,       2,       0,      27,      56,       0,       0,       1,       4,       0,       0,       0,       0,       0,       0,       0,    1684,       0,       0
01/03/2017, 05:41:11,    18664,        0,       0,       0,       0,    1549,        0,    8129,        0,       1,       0,       0,     101,       0,       0,       0,       5,       0,       0,       0,       0,       0,       0,       0,    1684,       0,       0
01/03/2017, 05:41:21,    20508,        0,       0,       0,       0,     347,        0,    7351,        0,       1,       0,       0,     115,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1684,       0,       0
01/03/2017, 05:41:31,    23713,        0,       0,       0,       0,    1242,        0,    9521,        0,       1,       0,       0,     139,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1684,       0,       0
01/03/2017, 05:41:41,     7169,        0,       0,       0,       0,     110,        0,    4699,        0,       0,       0,       0,     150,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1684,       0,       0
01/03/2017, 05:41:51,     4308,        0,       0,       0,       0,      52,        0,    4386,        0,       0,       0,       0,     153,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1684,       0,       0
01/03/2017, 05:42:01,   101137,        0,       0,       0,       0,    1482,        0,   13311,        0,       3,       0,       0,     216,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1684,       0,       0
01/03/2017, 05:42:11,    91266,        0,       0,       0,       0,    1401,        0,   12251,        0,       2,       0,       0,     234,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1684,       1,       0
01/03/2017, 05:42:21,    19429,        0,       0,       0,       0,    1524,        0,    8557,        0,       0,       0,      27,      76,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,       0,    1685,       0,       0
01/03/2017, 05:42:31,    11114,        0,       0,       0,       0,     561,        0,    8811,        0,       1,       0,       0,     163,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1685,       0,       0
01/03/2017, 05:42:41,    15740,        0,       0,       0,       0,     770,        0,    8192,        0,       1,       0,       0,     180,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1685,       0,       0
01/03/2017, 05:42:51,    27729,        0,       0,       0,       0,     186,        0,   10051,        0,       2,       0,       0,     199,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1685,       0,       0
01/03/2017, 05:43:01,    24265,        0,       0,       0,       0,     836,        0,   10703,        0,       2,       0,       0,     232,       0,       0,       0,       4,       0,       0,       0,       0,       0,       0,       0,    1685,       0,       0
01/03/2017, 05:43:11,    13765,        0,       0,       0,       0,     465,        0,    7011,        0,       0,       0,       0,     245,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1685,       0,       0
01/03/2017, 05:43:21,    33064,        0,       0,       0,       0,    2341,        0,   11221,        0,       1,       0,       0,     274,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1685,       0,       0
01/03/2017, 05:43:31,    18287,        0,       0,       0,       0,     129,        0,    8087,        0,       1,       0,       0,     288,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1685,       0,       0
01/03/2017, 05:43:41,    35925,        0,       0,       0,       0,    1170,        0,    8084,        0,       1,       0,      32,     107,       0,       0,       1,       6,       0,       0,       0,       0,       0,       0,       0,    1686,       0,       0
01/03/2017, 05:43:51,   141544,        0,       0,       1,   21613,     958,        0,   14463,        0,      29,       0,       0,     346,       0,       0,       0,      10,       0,       0,       0,       0,       0,       0,       0,    1686,       0,       0
01/03/2017, 05:44:01,    38760,        0,       0,       0,       0,    1567,        0,   12819,        0,       2,       0,       0,     376,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1686,       0,       0
01/03/2017, 05:44:11,    15180,        0,       0,       0,       0,    1334,        0,    8364,        0,       1,       0,       0,     412,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1686,       0,       0
01/03/2017, 05:44:22,    15288,        0,       0,       0,       0,    1629,        0,    7810,        0,       1,       0,       0,     423,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1686,       0,       0
01/03/2017, 05:44:32,     9096,        0,       0,       0,       0,     390,        0,    8454,        0,       1,       0,       0,     453,       0,       0,       0,       6,       0,       0,       0,       0,       0,       0,       0,    1686,       0,       0
01/03/2017, 05:44:42,   157634,        0,       0,       0,       0,    1318,        0,   13964,        0,       5,       0,       0,     584,       0,       0,       0,       5,       0,       0,       0,       0,       0,       0,       0,    1686,       0,       0
01/03/2017, 05:44:52,    14735,        0,       0,       0,       0,     133,        0,    8783,        0,       1,       0,       0,     593,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1686,       0,       0
01/03/2017, 05:45:02,   132704,        0,       0,       0,       0,     787,        0,   12082,        0,       4,       0,      65,      50,       0,       0,       2,       4,       0,       0,       0,       0,       0,       0,       0,    1687,       0,       0
01/03/2017, 05:45:12,   291221,        0,       0,       0,       0,    1777,        0,   17459,        0,      29,       0,       0,     318,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1687,       0,       0
01/03/2017, 05:45:22,   120113,        0,       0,       0,       0,    1446,        0,   12881,        0,       3,       0,       0,     354,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1687,       0,       0
01/03/2017, 05:45:32,    16462,        0,       0,       0,       0,     383,        0,    8745,        0,       1,       0,       0,     373,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1687,       0,       0
01/03/2017, 05:45:42,    12071,        0,       0,       0,       0,      80,        0,    5263,        0,       0,       0,       0,     388,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1687,       0,       0
01/03/2017, 05:45:52,     3508,        0,       0,       0,       0,      34,        0,    4223,        0,       0,       0,       0,     387,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1687,       0,       0
01/03/2017, 05:46:02,    20798,        0,       0,       0,       0,     105,        0,    7990,        0,       1,       0,       0,     390,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1687,       0,       0
01/03/2017, 05:46:12,     8348,        0,       0,       0,       0,     119,        0,    5900,        0,       1,       0,       0,     413,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1687,       0,       0
01/03/2017, 05:46:22,    14796,        0,       0,       0,       0,     586,        0,    8177,        0,       1,       0,      45,     116,       0,       0,       1,       9,       0,       0,       0,       0,       0,       0,       0,    1688,       0,       0
01/03/2017, 05:46:32,    11834,        0,       0,       0,       0,     274,        0,   10763,        0,       3,       0,       0,     133,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1688,       0,       0
01/03/2017, 05:46:42,     9045,        0,       0,       0,       0,     139,        0,    5805,        0,       1,       0,       0,     151,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1688,       0,       0
01/03/2017, 05:46:52,    15747,        0,       0,       1,   17167,     518,        0,    8394,        0,       1,       0,       0,     173,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1688,       0,       0
01/03/2017, 05:47:02,    24075,        0,       0,       0,       0,     690,        0,   12349,        0,      11,       0,       0,     323,       0,       0,       0,       6,       0,       0,       0,       0,       0,       0,       0,    1688,       0,       0
01/03/2017, 05:47:12,    27694,        0,       0,       0,       0,     841,        0,   10644,        0,       2,       0,       0,     354,       0,       0,       0,       5,       0,       0,       0,       0,       0,       0,       0,    1688,       0,       0
01/03/2017, 05:47:22,   138266,        0,       0,       0,       0,    2147,        0,   11572,        0,       2,       0,       0,     391,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1688,       0,       0
01/03/2017, 05:47:32,    71476,        0,       0,       1,   30649,    2257,        0,   13585,        0,       2,       0,       0,     427,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1688,       0,       0
01/03/2017, 05:47:42,    12345,        0,       0,       0,       0,      81,        0,    5483,        0,       0,       0,      47,      46,       0,       0,       1,       2,       0,       0,       0,       0,       0,       0,       0,    1689,       0,       0
01/03/2017, 05:47:52,    12311,        0,       0,       0,       0,     161,        0,    5556,        0,       0,       0,       0,      87,       0,       0,       0,       5,       0,       0,       0,       0,       0,       0,       0,    1689,       0,       0
01/03/2017, 05:48:02,    20650,        0,       0,       0,       0,     115,        0,    7341,        0,       1,       0,       0,     103,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1689,       0,       0
01/03/2017, 05:48:12,     9218,        0,       0,       0,       0,     256,        0,    6554,        0,       0,       0,       0,     145,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1689,       0,       0
01/03/2017, 05:48:22,   116361,        0,       0,       0,       0,     947,        0,   10710,        0,       2,       0,       0,     149,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1689,       0,       0
01/03/2017, 05:48:32,    52615,        0,       0,       0,       0,    1830,        0,   11284,        0,       2,       0,       0,     292,       0,       0,       0,       4,       0,       0,       0,       0,       0,       0,       0,    1689,       0,       0
01/03/2017, 05:48:42,    16894,        0,       0,       0,       0,    1258,        0,    7766,        0,       0,       0,       0,     365,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1689,       0,       0
01/03/2017, 05:48:52,    16969,        0,       0,       0,       0,     188,        0,    7983,        0,       1,       0,       0,     433,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1689,       0,       0
01/03/2017, 05:49:02,    14333,        0,       0,       0,       0,     541,        0,    6888,        0,       1,       0,      47,     219,       0,       0,       1,       5,       2,       0,       0,       0,       0,       0,       0,    1690,       0,       0
01/03/2017, 05:49:12,    17979,        0,       0,       0,       0,     373,        0,    8561,        0,       1,       0,       0,     257,       0,       0,       0,       4,       0,       0,       0,       0,       0,       0,       0,    1690,       0,       0
01/03/2017, 05:49:22,    39479,        0,       0,       0,       0,    1141,        0,    9617,        0,       1,       0,       0,     398,       0,       0,       0,       6,       0,       0,       0,       0,       0,       0,       0,    1690,       0,       0
01/03/2017, 05:49:32,   165082,        0,       0,       0,       0,    1782,        0,   14354,        0,       3,       0,       0,     438,       0,       0,       0,       4,       0,       0,       0,       0,       0,       0,       0,    1690,       0,       0
01/03/2017, 05:49:42,    14055,        0,       0,       0,       0,     346,        0,    5951,        0,       0,       0,       0,     446,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1690,       0,       0
01/03/2017, 05:49:52,     5471,        0,       0,       0,       0,      71,        0,    4910,        0,       0,       0,       0,     454,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1690,       0,       0
01/03/2017, 05:50:02,    35169,        0,       0,       0,       0,     326,        0,    7441,        0,       2,       0,       0,     489,       0,       0,       0,       7,       0,       0,       0,       0,       0,       0,       0,    1690,       0,       0
01/03/2017, 05:50:12,   166007,        0,       0,       0,       0,    2886,        0,   16328,        0,       4,       0,       0,     533,       0,       0,       0,       6,       0,       0,       0,       0,       0,       0,       0,    1690,       0,       0
01/03/2017, 05:50:22,     8218,        0,       0,       1,    8473,      84,        0,    5743,        0,       0,       0,      57,      33,       0,       0,       2,       1,       0,       0,       0,       0,       0,       0,       0,    1691,       0,       0
01/03/2017, 05:50:32,    14884,        0,       0,       0,       0,    1095,        0,    9959,        0,       1,       0,       0,      81,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1691,       0,       0
01/03/2017, 05:50:42,     8909,        0,       0,       0,       0,     207,        0,    5871,        0,       0,       0,       0,     105,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1691,       0,       0
01/03/2017, 05:50:52,     9504,        0,       0,       0,       0,     237,        0,    6650,        0,       0,       0,       0,     142,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1691,       0,       0
01/03/2017, 05:51:02,    24212,        0,       0,       0,       0,    1503,        0,   10287,        0,       0,       0,       0,     163,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1691,       0,       0
01/03/2017, 05:51:12,    23780,        0,       0,       3,    6439,     540,        0,   11683,        0,      20,       0,       0,     492,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1691,       0,       0
01/03/2017, 05:51:22,    17093,        0,       0,       0,       0,     114,        0,    7258,        0,       2,       0,       0,     504,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1691,       0,       0
01/03/2017, 05:51:32,    14484,        0,       0,       0,       0,     146,        0,    7607,        0,       1,       0,       0,       0,     573,       7,       2,       2,       0,       0,       0,       0,       0,       0,       0,    1691,       0,       0
01/03/2017, 05:51:42,    12373,        0,       0,       0,       0,      86,        0,    5606,        0,       1,       0,      57,      43,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1692,       0,       0
01/03/2017, 05:51:52,     5425,        0,       0,       0,       0,      64,        0,    4907,        0,       0,       0,       0,      61,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1692,       0,       0
01/03/2017, 05:52:02,   113696,        0,       0,       0,       0,    2336,        0,   16786,        0,       5,       0,       0,     229,       0,       0,       0,      15,       0,       0,       0,       0,       0,       0,       0,    1692,       0,       0
01/03/2017, 05:52:12,   210734,        0,       0,       0,       0,    1236,        0,   16679,        0,       5,       0,       0,     257,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1692,       0,       0
01/03/2017, 05:52:22,   160901,        0,       0,       0,       0,    1158,        0,   13825,        0,       4,       0,       0,     262,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1692,       0,       0
01/03/2017, 05:52:32,    12697,        0,       0,       0,       0,     874,        0,    9549,        0,       1,       0,       0,     276,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1692,       0,       0
01/03/2017, 05:52:42,    10685,        0,       0,       0,       0,     286,        0,    6607,        0,       0,       0,       0,     291,       0,       0,       0,       1,       0,       0,       0,       0,       0,       0,       0,    1692,       0,       0
01/03/2017, 05:52:52,    11714,        0,       0,       0,       0,     118,        0,    6546,        0,       0,       0,       0,     304,       0,       0,       0,       3,       0,       0,       0,       0,       0,       0,       0,    1692,       0,       0
01/03/2017, 05:53:02,    10373,        0,       0,       0,       0,     140,        0,    6211,        0,       5,       0,      34,      57,       0,       0,       1,       3,       0,       0,       0,       0,       0,       0,       0,    1693,       0,       0
01/03/2017, 05:53:12,    67580,        0,       0,       0,       0,     869,        0,    9280,        0,       3,       0,       0,      68,       0,       0,       0,       4,       0,       0,       0,       0,       0,       0,       0,    1693,       0,       0
01/03/2017, 05:53:22,   124405,        0,       0,       0,       0,     224,        0,   10785,        0,       2,       0,       0,      77,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1693,       0,       0
01/03/2017, 05:53:32,   122671,        0,       0,       0,       0,     282,        0,    9967,        0,       2,       0,       0,      93,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1693,       0,       0
01/03/2017, 05:53:42,    12216,        0,       0,       0,       0,     619,        0,    2431,        0,       0,       0,       0,     139,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1693,       0,       0
01/03/2017, 05:53:52,   160888,        0,       0,       0,       0,    1192,        0,    6736,        0,       2,       0,       0,     152,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1693,       0,       0
01/03/2017, 05:54:02,   168306,        0,       0,       0,       0,    2053,        0,    9683,        0,       2,       0,       0,     164,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1693,       0,       0
01/03/2017, 05:54:12,    21197,        0,       0,       0,       0,     234,        0,    3789,        0,       1,       0,       0,     182,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1693,       0,       0
01/03/2017, 05:54:22,    20291,        0,       0,       0,       0,     208,        0,    2963,        0,       1,       0,      21,      47,       0,       0,       1,       5,       0,       0,       0,       0,       0,       0,       0,    1694,       0,       0
01/03/2017, 05:54:32,     3564,        0,       0,       0,       0,     113,        0,    2858,        0,       1,       0,       0,      53,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1694,       0,       0
01/03/2017, 05:54:42,    25376,        0,       0,       0,       0,    1202,        0,    3836,        0,       0,       0,       0,     147,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1694,       0,       0
01/03/2017, 05:54:52,   142107,        0,       0,       0,       0,     379,        0,    7848,        0,       3,       0,       0,     160,       0,       0,       0,       2,       0,       0,       0,       0,       0,       0,       0,    1694,       0,       0
